title,price_raw,price_clean,rating,url,image,spec_Afisare - Dimensiune ecran,spec_Afisare - Functii display,spec_Afisare - Rezolutie (pixeli),spec_Afisare - Tip display,spec_Alimentare - Capacitate baterie,spec_Alimentare - Incarcator inclus,spec_Alimentare - Tip baterie,spec_Memorie - Memorie RAM,spec_Memorie - Memorie interna,spec_Memorie - Slot card memorie
"Telefon seniori butoane mari iluminate camera foto, difuzor, lanterna, agenda 150, 5 numere cu functie SOS, bluetooth, iesire casti, ceas, alarma Trevi MAX20006 argintiu","141,68 Lei",141.68 Lei,2.6(5),https://www.emag.ro/telefon-seniori-butoane-mari-iluminate-camera-foto-difuzor-lanterna-agenda-150-5-numere-cu-functie-sos-bluetooth-iesire-casti-ceas-alarma-trevi-max20006-argintiu-0max2006/pd/DFFBMXYBM/,https://s13emagst.akamaized.net/products/69295/69294346/images/res_e1097f7d44e967d653511146569fdd4c.jpg?width=720&height=720&hash=4616481715BD0037ED5FAA746F6717AE,1.77 inch,,,,,,Li-Ion,256 MB,256 GB,
"Smartphone Mini 3G Rainbuvvy, 2GB RAM, 16GB ROM, 3.0 inch, Dual SIM, Negru","277,09 Lei",277.09 Lei,3.5(2),https://www.emag.ro/smartphone-mini-3g-rainbuvvy-2gb-ram-16gb-rom-3-0-inch-dual-sim-negru-xs24progreen/pd/D8TH98YBM/,https://s13emagst.akamaized.net/products/83545/83544780/images/res_bd2e7e94ae3cd5ac67798c11b1602778.jpg?width=720&height=720&hash=9D56D759B7B13AEA9AD2B54E2022F30F,3 inch,,,,,Da,,2 GB,16 GB,
"Telefon Mobil pentru seniori Trevi Forte 70 carcasa rezistenta la socuri, camera foto, bluetooth, lanterna, tastatura mare agenda 300 numere 8 apeluri urgenta","180,25 Lei",180.25 Lei,4.5(6),https://www.emag.ro/telefon-mobil-pentru-seniori-trevi-forte-70-carcasa-rezistenta-la-socuri-camera-foto-bluetooth-lanterna-tastatura-mare-agenda-300-numere-8-apeluri-urgenta-for7000/pd/DFDQ3NYBM/,https://s13emagst.akamaized.net/products/65683/65682629/images/res_78ec328aba90fa3cdcf01b170b064c39.jpg?width=720&height=720&hash=467ED65BA25CF9636106BDD79B1B1B08,2.4 inch,,,LCD,,,,256 MB,256 MB,
"Telefon mobil HMD Barca 3210, 4G, Dual SIM, 1450 mAh, Blau","399,99 Lei",399.99 Lei,5(2),https://www.emag.ro/telefon-mobil-hmd-barca-3210-4g-dual-sim-1450-mah-blau-1gf036mpg1l04/pd/D59PPN3BM/,https://s13emagst.akamaized.net/products/94569/94568626/images/res_777394003b0bda03ed3363e2f3b49f13.jpg?width=720&height=720&hash=D2084670469F95D953809B7672EF3A78,2.4 inch,,240 x 320,,1450 mAh,Nu,Li-Ion,64 MB,128 MB,
"Telefon mobil Xiaomi Redmi 10, Dual SIM, 128GB, 4G, Pebble White","2.106,00 Lei",2106.00 Lei,4.34(70),https://www.emag.ro/telefon-mobil-xiaomi-redmi-10-dual-sim-128gb-4g-pebble-white-mzb09pheu/pd/DG7ZBXMBM/,https://s13emagst.akamaized.net/products/40657/40656250/images/res_f8f4230ec7d108bf857538784305347c.jpg?width=720&height=720&hash=01CEC22B2F8FB7708F013EEF97756EB7,6.5 inch,405 PPI,2400 x 1080,,5000 mAh,,,4 GB,128 GB,MicroSD
"Telefon Mobil Cubot J10, Dual SIM, 32GB, 1GB RAM, 3G, Verde","208,95 Lei",208.95 Lei,3(5),https://www.emag.ro/telefon-mobil-cubot-j10-dual-sim-32gb-1gb-ram-3g-verde-22240009-264/pd/D24FWFMBM/,https://s13emagst.akamaized.net/products/43177/43176770/images/res_9cf9df42622b4269c60bcfded9c6ab05.jpg?width=720&height=720&hash=62A14CE26C39DE3974A21FF2C845389D,4 inch,,480 x 854,IPS,2350 mAh,Da,Li-Ion,1 GB,32 GB,MicroSDXC
"Telefon mobil ASUS ROG Phone 9, Dual SIM, 256GB, 12GB RAM, 5G, Black","6.723,99 Lei",6723.99 Lei,,https://www.emag.ro/telefon-mobil-asus-rog-phone-9-dual-sim-256gb-12gb-ram-5g-black-ai2501-12g256g-bk/pd/DTVF75YBM/,https://s13emagst.akamaized.net/products/81434/81433783/images/res_80e6e11073910d6fd7be001a9680d164.jpg?width=720&height=720&hash=53297E3C1DB128F2CB121D0AFB5CC0A7,6.78 inch,"FHD+
Rata de reimprospatare de 165 Hz
2500 nits peak",1080 x 2400,AMOLED,5800 mAh,,,12 GB,256 GB,
"Telefon mobil realme 12 Pro, 12GB RAM, 256GB, 5G, Navigator Beige","2.033,60 Lei",2033.60 Lei,5(6),https://www.emag.ro/telefon-mobil-realme-12-pro-12gb-ram-256gb-5g-navigator-beige-130010734721/pd/DCC6YFYBM/,https://s13emagst.akamaized.net/products/71198/71197286/images/res_99194db7b26759a5a8255352aa4df878.jpg?width=720&height=720&hash=54392FA23BBDFECE79081207AFFC2245,6.7 inch,"Rata de raspuns la atingere 240 Hz
Rata de refresh 120 Hz",1080 x 2412,AMOLED,5000 mAh,,,12 GB,256 GB,
"Telefon mobil Nokia 130, DualSim, 2.4"", 1450 mAh, Granat, MP3","197,23 Lei",197.23 Lei,,https://www.emag.ro/telefon-mobil-nokia-130-dualsim-2-4-1450-mah-granat-mp3-ta-1576/pd/DC3C4WYBM/?ref=smart-history-ml_1_1&provider=rec&recid=rec_4_6c55e689d7407581e0825062c41c0df1558d65dbf05d5b1f210c835e9c7062c8_1767488855&scenario_ID=4,https://s13emagst.akamaized.net/products/85550/85549294/images/res_5d541f9824c54d0d55e5c66aa1d3cd2a.jpg?width=300&height=300&hash=6E528AE7B17757D56040F6477D2D60A6,,,,,,,,,,
"Telefon mobil iSEN F1 4G, Portocaliu, 2.4"" LCD, 0.3MP spate + 0.08MP fata, 48MB RAM, 128MB ROM, Mocor OS, Unisoc T107, IP68, QWERTY, Lanterna, 2500mAh, Dual SIM","242,74 Lei",242.74 Lei,,https://www.emag.ro/telefon-mobil-isen-f1-4g-portocaliu-2-4-lcd-0-3mp-spate-0-08mp-fata-48mb-ram-128mb-rom-mocor-os-unisoc-t107-ip68-qwerty-lanterna-2500mah-dual-sim-5943810308018/pd/D5THRL3BM/?ref=smart-history-ml_1_2&provider=rec&recid=rec_4_6c55e689d7407581e0825062c41c0df1558d65dbf05d5b1f210c835e9c7062c8_1767488855&scenario_ID=4,https://s13emagst.akamaized.net/products/106037/106036983/images/res_19832674354b490dac674da312d88687.png?width=300&height=300&hash=2FBA92C4F25043E3FCE3AA67A04D362D,,,,,,,,,,
"Telefon mobil cu taste, EVOLVEO MaxPhone A1, Dual SIM, negru, 2.4 inch, 1800 mAh","105,00 Lei",105.00 Lei,,https://www.emag.ro/telefon-mobil-cu-taste-evolveo-maxphone-a1-dual-sim-negru-2-4-inch-1800-mah-sgma1-bk/pd/D0VTJV3BM/?ref=smart-history-ml_1_3&provider=rec&recid=rec_4_6c55e689d7407581e0825062c41c0df1558d65dbf05d5b1f210c835e9c7062c8_1767488855&scenario_ID=4,https://s13emagst.akamaized.net/products/102995/102994782/images/res_5953e052611908979bd268d57a4727a4.jpg?width=300&height=300&hash=22240E214E40038CADD9E2D47B7E2BE7,,,,,,,,,,
"Telefon mobil iHunt i4 2021, 1.8-inch Display, DualSIM, 2G, Radio FM, Bluetooth, RO-Alert Activ, Lanterna, Baterie 800mAh, Black","102,85 Lei",102.85 Lei,3.72(129),https://www.emag.ro/telefon-mobil-ihunt-i4-2021-1-8-inch-display-dualsim-2g-radio-fm-bluetooth-ro-alert-activ-lanterna-baterie-800mah-black-00001300/pd/DVCG6GBBM/?ref=smart-history-ml_1_4&provider=rec&recid=rec_4_6c55e689d7407581e0825062c41c0df1558d65dbf05d5b1f210c835e9c7062c8_1767488855&scenario_ID=4,https://s13emagst.akamaized.net/products/27595/27594735/images/res_9940b588d033df47b03d1cbfc4dea1e0.jpg?width=300&height=300&hash=08B0D6D10D372CFF3D574552BF1E1127,,,,,,,,,,
"Telefon mobil Doogee Note 56, 4G, Dual SIM, Octa-Core, 6.56' 90Hz IPS, 24GB RAM (3GB Base+ 21GB virtuali), 50MP AI, 6150mAh, Android 16, White","449,99 Lei",449.99 Lei,,https://www.emag.ro/telefon-mobil-doogee-note-56-4g-dual-sim-octa-core-6-56-90hz-ips-24gb-ram-3gb-base-21gb-virtuali-50mp-ai-6150mah-android-16-white-00003180/pd/DXVHK83BM/?ref=smart-history-ml_1_5&provider=rec&recid=rec_4_6c55e689d7407581e0825062c41c0df1558d65dbf05d5b1f210c835e9c7062c8_1767488855&scenario_ID=4,https://s13emagst.akamaized.net/products/111996/111995511/images/res_1be66840580faf8f17a87e90607feef2.png?width=300&height=300&hash=27C81FB5D9CB363303B62C14E0A0CA76,,,,,,,,,,
"Telefon mobil robust EAOR HP220, 2.4 inch, 4500mAh, IP68, Dual SIM, Bluetooth 2.1, 0.08MP, 137.8x64.0x19.2mm, 185g","350,90 Lei",350.90 Lei,,https://www.emag.ro/telefon-mobil-robust-eaor-hp220-2-4-inch-4500mah-ip68-dual-sim-bluetooth-2-1-0-08mp-137-8x64-0x19-2mm-185g-htcl-hp220-black/pd/D914NQYBM/?ref=smart-history-ml_1_6&provider=rec&recid=rec_4_6c55e689d7407581e0825062c41c0df1558d65dbf05d5b1f210c835e9c7062c8_1767488855&scenario_ID=4,https://s13emagst.akamaized.net/products/79710/79709911/images/res_1343f7d72311147a13a8c38c809bf659.jpg?width=300&height=300&hash=8906DA4F5C2432EC62B6B7D2C498BBE3,,,,,,,,,,
"Telefon mobil Poco F6, 12GB RAM, 512GB, 5G, Titanium","1.800,00 Lei",1800.00 Lei,4.72(25),https://www.emag.ro/telefon-mobil-poco-f6-12gb-ram-512gb-5g-titanium-pco-f6tnm512gb/pd/DBD33JYBM/,https://s13emagst.akamaized.net/products/72128/72127080/images/res_a5871cd97da912feb828761d45dc1902.jpg?width=720&height=720&hash=7DF130774A0E17B04B24EC18AA2FDA42,6.67 inch,"Dolby Vision
HDR10+
120 Hz
68B colors
1200 niti HBM
2400 nits (peak)
500 nits (typ)",2712 x 1220,AMOLED,5000 mAh,,Li-Ion,12 GB,512 GB,
"Telefon mobil Motorola Razr 50, Dual SIM, 8GB RAM, 256GB, 5G, Koala Grey","3.210,00 Lei",3210.00 Lei,4.6(15),https://www.emag.ro/telefon-mobil-motorola-razr-50-dual-sim-8gb-ram-256gb-5g-koala-grey-pb200012pl/pd/DTNJTSYBM/,https://s13emagst.akamaized.net/products/73183/73182358/images/res_671309ee932424570b5fa26061924b89.jpg?width=720&height=720&hash=F1EDD57887E90745B34D9A92E4838C00,6.9 inch,,,POLED,4200 mAh,,,8 GB,256 GB,
"Telefon mobil Fairphone 5, 256GB, 8GB RAM, 5G, Transparent Edition","3.329,22 Lei",3329.22 Lei,,https://www.emag.ro/telefon-mobil-fairphone-5-256gb-8gb-ram-5g-transparent-edition-fp-fipe5tsed/pd/D0VVCKYBM/,https://s13emagst.akamaized.net/products/65261/65260156/images/res_34fee5057e0a3d4ffd3ebf2991e56084.jpg?width=720&height=720&hash=079DFCA61101C22A1636B261D9773638,6.46 inch,"90 Hz
880 nits peak",1224 x 2700,OLED,4200 mAh,Da,Li-Ion,8 GB,256 GB,MicroSDXC
"Telefon mobil Allview, Dual SIM, L802, Blue","67,76 Lei",67.76 Lei,4.6(5),https://www.emag.ro/telefon-mobil-allview-dual-sim-l802-blue-l802blue/pd/DH5PDSYBM/,https://s13emagst.akamaized.net/products/73150/73149254/images/res_b896f076bfc8fac6d58a04f854b43e63.jpg?width=720&height=720&hash=42261A88B9DC7DFA521007843959F4FB,1.77 inch,128x160,,TFT,800 mAh,Da,Li-Ion,4 MB,4 MB,MicroSD
"Telefon mobil Doogee Fire 3, 4G, Dual SIM, 5.5-inch IPS, Octa-Core, 64GB, NFC, 8350mAh, Android 15, Green","619,99 Lei",619.99 Lei,,https://www.emag.ro/telefon-mobil-doogee-fire-3-4g-dual-sim-5-5-inch-ips-octa-core-64gb-nfc-8350mah-android-15-green-00003175/pd/DSWQMG3BM/,https://s13emagst.akamaized.net/products/106013/106012400/images/res_b081d3b03a4c532e62c1216167985fab.png?width=720&height=720&hash=BC28DCB5536C48DA7764CE1DF87D0030,5.5 inch,Touch screen,720 x 1440,IPS,8350 mAh,Da,Li-Po,3 GB,64 GB,MicroSD
"Telefon mobil Doogee S200 Plus Dimensity 7300, 5G, Dual SIM, 512GB, 32GB RAM, 6.72-inch IPS 120Hz + 1.32-inch AMOLED, NFC, IP68/IP69K, Android 14, Red","1.995,99 Lei",1995.99 Lei,,https://www.emag.ro/telefon-mobil-doogee-s200-plus-dimensity-7300-5g-dual-sim-512gb-32gb-ram-6-72-inch-ips-120hz-1-32-inch-amoled-nfc-ip68-ip69k-android-14-red-6923740248034/pd/DW1VMY3BM/,https://s13emagst.akamaized.net/products/87783/87782327/images/res_0861033f4313c2a6e8abcdcfff67b8af.jpg?width=720&height=720&hash=EBE700F9B08BDF132F4601E8BC8BC565,6.72 inch,,,,,Da,,12 GB,512 GB,
"Telefon mobil HMD Skyline, Dual SIM, 256GB, 12GB RAM, 5G, Neon Pink","1.499,99 Lei",1499.99 Lei,4.67(3),https://www.emag.ro/telefon-mobil-hmd-skyline-dual-sim-256gb-12gb-ram-5g-neon-pink-hq50200045zq0/pd/DBN7H4YBM/,https://s13emagst.akamaized.net/products/75138/75137986/images/res_7db5d7032985518fc31ee2517b340833.jpg?width=720&height=720&hash=3ADC6A934E045CA35507E3363B595796,6.55 inch,Rata de reimprospatare de 144 Hz,,P-OLED,4600 mAh,,,12 GB,256 GB,
"Telefon mobil Infinix NOTE 40 PRO+, 12GB RAM, 256GB, 5G, Racing Grey","2.140,49 Lei",2140.49 Lei,4(2),https://www.emag.ro/telefon-mobil-infinix-note-40-pro-12gb-ram-256gb-5g-racing-grey-10057673/pd/DXWR0CYBM/,https://s13emagst.akamaized.net/products/74560/74559512/images/res_e227ec4fc0cc11974751f6494bf7f6bf.jpg?width=720&height=720&hash=6BEC4D801CBC1FD3006EFA7FAEE30362,6.78 inch,,1080 x 2436,AMOLED,4600 mAh,,,12 GB,256 GB,
"Telefon mobil OnePlus 9 Pro, Dual SIM, 256GB, 12GB RAM, 5G, Pine Green","4.879,45 Lei",4879.45 Lei,4.05(87),https://www.emag.ro/telefon-mobil-oneplus-9-pro-dual-sim-256gb-12gb-ram-5g-pine-green-5011101616/pd/DKS6HTMBM/,https://s13emagst.akamaized.net/products/35448/35447981/images/res_e560dfd55d46434e7c1c7f7d5362a6ff.jpg?width=720&height=720&hash=81EB924D448BFA020EE7847304035759,6.7 inch,"Rata de reimprospatare de 120 Hz
525 ppi
Tehnologie LTPO
Certificare SGS Eye Care Display
Suport HDR10+
Efect Vibrant Color Pro
Motion Graphics Smoothing
Mod Citire
Night Mode",3216 x 1440,AMOLED,4500 mAh,,,12 GB,256 GB,
"Telefon mobil Samsung Galaxy A16, Dual SIM, 8GB, 128 GB, 4G, Gri","858,99 Lei",858.99 Lei,,https://www.emag.ro/telefon-mobil-samsung-galaxy-a16-dual-sim-8gb-128-gb-4g-gri-sm-165f-8-128-gry/pd/DT7GVJ3BM/,https://s13emagst.akamaized.net/products/101229/101228058/images/res_6e5d5b13c15d0f7b1cb4ed3eb90f8b40.jpg?width=720&height=720&hash=C897B6728EC8DBBCF0AC86611A2B2104,6.7 inch,,1080 x 2340,Super AMOLED,,Nu,,8 GB,128 GB,
"Telefon mobil Maxcom MM334, Single SIM, 4G,Black","421,84 Lei",421.84 Lei,4.5(2),https://www.emag.ro/telefon-mobil-maxcom-mm334-single-sim-4g-black-mm334-black/pd/DFXRRLYBM/,https://s13emagst.akamaized.net/products/77422/77421461/images/res_8ba1b88249035b48f550eebb5443a40c.jpg?width=720&height=720&hash=86520A4190FE6E294AFB87DFC208D837,3.2 inch,,240 x 320,,1400 mAh,,Li-Ion,64 MB,128 MB,
"Telefon mobil Realme 12 Pro, 8GB RAM, 256GB, 5G, Navigator Beige","1.149,50 Lei",1149.50 Lei,,https://www.emag.ro/telefon-mobil-realme-12-pro-8gb-ram-256gb-5g-navigator-beige-rme-12pro8gb-nb/pd/DBHZ2PYBM/,https://s13emagst.akamaized.net/products/68482/68481201/images/res_3c4dcde634127691fbf547f9efa8d84a.jpg?width=720&height=720&hash=CD2064D76E393E8BD457BAC020F82188,6.7 inch,"120 Hz
1B colors
800 nits (HBM)
950 nits (peak)",1080 x 2412,AMOLED,5000 mAh,,,8 GB,256 GB,
"Telefon mobil Oppo Find X5 Lite, 5G, 256 GB, 8 GB RAM, Dual-SIM, Starlight Black","1.342,99 Lei",1342.99 Lei,4.67(3),https://www.emag.ro/telefon-mobil-oppo-find-x5-lite-5g-256-gb-8-gb-ram-dual-sim-starlight-black-oppo-findx5lbk-5g-8-256/pd/DPPZCCMBM/,https://s13emagst.akamaized.net/products/47717/47716917/images/res_84ef63c0905fab4c4206b8f44c52de29.jpg?width=720&height=720&hash=998E798DA06932F0C10C5F62CA2161AC,6.43 inch,90 Hz,1080 x 2400,AMOLED,4500 mAh,,Li-Po,8 GB,256 GB,MicroSDXC
"O cartelă SIM, 2GB / 100 minute, neactivată, preplătită","23,62 Lei",23.62 Lei,,https://www.emag.ro/o-cartela-sim-2gb-100-minute-neactivata-preplatita-5999539967524/pd/DYM38X3BM/,https://s13emagst.akamaized.net/products/98731/98730290/images/res_9b418ce4f55d854058b7072afac23166.jpg?width=720&height=720&hash=420838F481478EACA0CD269CFFC4E9B4,,,,,,,,0 MB,0 MB,
"Telefon mobil Poco X6 Pro, 256GB, 8GB RAM, 5G, Gray","1.893,93 Lei",1893.93 Lei,4.58(80),https://www.emag.ro/telefon-mobil-poco-x6-pro-256gb-8gb-ram-5g-gray-mzb0fvfeu/pd/D59VCKYBM/,https://s13emagst.akamaized.net/products/65261/65260043/images/res_4cfb271c70dd4d42108747e5e4bec99b.jpg?width=720&height=720&hash=9674245C78303BDB0EE8676A6C1B355A,6.67 inch,"Dolby Vision
HDR10+
120 Hz
68B colors",2712 x 1220,AMOLED,5000 mAh,Da,Li-Po,8 GB,256 GB,
"Telefon mobil Xiaomi Redmi 12, 8GB RAM, 128GB, 4G, Sky Blue","1.317,05 Lei",1317.05 Lei,4.28(262),https://www.emag.ro/telefon-mobil-xiaomi-redmi-12-8gb-ram-128gb-4g-sky-blue-xio-xrdm12skbl/pd/DBC32YYBM/,https://s13emagst.akamaized.net/products/59229/59228011/images/res_f786e593a0dfdaca11315d5aa83976cf.jpg?width=720&height=720&hash=82B5D9382BF50B1FF08AF5D9E72D2753,6.79 inch,"90 Hz
550 niti",1080 x 2460,"LCD
IPS",5000 mAh,,Li-Po,8 GB,128 GB,MicroSDXC
"Telefon robust Blackview BV5300 Plus, 12GB RAM+128GB ROM, Android 13, 6580mAh, Octa-core 2.0GHz, 6, 1-inch HD+, Camera 13MP, Verde","849,99 Lei",849.99 Lei,5(1),https://www.emag.ro/telefon-robust-blackview-bv5300-plus-12gb-ram-128gb-rom-android-13-6580mah-octa-core-2-0ghz-6-1-inch-hd-camera-13mp-verde-bv5300plus-8-128-vert-01/pd/DRX2MZYBM/,https://s13emagst.akamaized.net/products/77610/77609827/images/res_8fe2866d4ae25c0dd533a08a9417997b.jpg?width=720&height=720&hash=B24B02259545D2B4750EDB68022E3334,6.088 inch,60 Hz,1560 x 720,IPS,6580 mAh,Nu,Li-Ion,8 GB,128 GB,MicroSD
"Telefon mobil Vivo X300, Dual Sim, 5G, 16GB/512GB, Roze","6.999,00 Lei",6999.00 Lei,,https://www.emag.ro/telefon-mobil-vivo-x300-dual-sim-5g-16gb-512gb-roze-8565412/pd/D2GHK83BM/,https://s13emagst.akamaized.net/products/111996/111995843/images/res_a6f769ff8599d33d7d50bfb992224fe9.jpg?width=720&height=720&hash=5DE3498A92BC0C40FD8E838F81B2EBE6,,,,,,,,16 GB,512 GB,
"Telefon mobil HMD Pulse, Dual SIM, 64GB, 4GB RAM, Pink","374,89 Lei",374.89 Lei,3.75(4),https://www.emag.ro/telefon-mobil-hmd-pulse-dual-sim-64gb-4gb-ram-pink-286943851/pd/D7YT99YBM/,https://s13emagst.akamaized.net/products/70612/70611464/images/res_341e8755dd34804997f69f09806aa447.jpg?width=720&height=720&hash=E4ED4D0BFAC703DB03383BD20E40CB46,6.56 inch,"Aspect Ratio: 20:9
HD+",1612 x 720,,5000 mAh,,,4 GB,64 GB,MicroSD
"Telefon Mobil DOOGEE N55 Plus, 4G, Dual SIM, IPS 6.56-inch 90Hz, Octa-Core, 20GB RAM, 128GB, Wi-Fi, Bluetooth, Camera 13+8MP, 5150mAh, Android 14, Negru","499,99 Lei",499.99 Lei,,https://www.emag.ro/telefon-mobil-doogee-n55-plus-4g-dual-sim-ips-6-56-inch-90hz-octa-core-20gb-ram-128gb-wi-fi-bluetooth-camera-13-8mp-5150mah-android-14-negru-n55plus-black-js/pd/D42K11YBM/,https://s13emagst.akamaized.net/products/79193/79192309/images/res_1f24eba3b037fa2a624073b28e7ce1b6.png?width=720&height=720&hash=0C7709CCF51E3BB29A9F9D34C629AD28,6.56 inch,"90 Hz
MOHS Level 6",720 x 1612,IPS,5150 mAh,Da,Li-Ion,8 GB,128 GB,MicroSD
"Telefon Mobil Seniori cu Butoane Mari CZAY®, Meniu in Limba Romana, Maghiara, Autonomie 7 Zile, Volum Puternic Reglabil, Buton SOS, 2G, Dual Sim, Ecran LCD Mare, Color, Usor de Folosit pentru Varstnici, Pensionari si Bunici, Camera Foto, Lanterna, Radio","259,98 Lei",259.98 Lei,4.68(40),https://www.emag.ro/telefon-mobil-seniori-cu-butoane-mari-czayr-meniu-in-limba-romana-maghiara-autonomie-7-zile-volum-puternic-reglabil-buton-sos-2g-dual-sim-ecran-lcd-mare-color-usor-de-folosit-pentru-varstnici-pensiona/pd/DB6RKJ3BM/,https://s13emagst.akamaized.net/products/100927/100926979/images/res_e7820bd378fa81d90fdb17e818c32686.png?width=720&height=720&hash=12CE47B7A5A1901D1065EEF0216A1FAA,2.4 inch,,320 x 240,LCD,1000 mAh,Da,Li-Ion,32 MB,32 MB,MicroSD
"Telefon mobil Doogee Note 56, 4G, Dual SIM, Octa-Core, 6.56' 90Hz IPS, 24GB RAM (3GB Base+ 21GB virtuali), 6150mAh, Android 16, Black","449,99 Lei",449.99 Lei,,https://www.emag.ro/telefon-mobil-doogee-note-56-4g-dual-sim-octa-core-6-56-90hz-ips-24gb-ram-3gb-base-21gb-virtuali-6150mah-android-16-black-00003179/pd/DPVHK83BM/,https://s13emagst.akamaized.net/products/111996/111995510/images/res_621ea877e73b9a9f1d3b76dca2b3d080.png?width=720&height=720&hash=309CC241F566BE0F428EECFFBFDF2B2F,6.56 inch,"90 Hz
Touch screen",720 x 1612,IPS,6150 mAh,Da,Li-Po,24 GB,64 GB,MicroSD
"Telefon mobil Poco M7 Pro, 8GB RAM, 256GB, 5G, Olive Twilight","985,00 Lei",985.00 Lei,3(1),https://www.emag.ro/telefon-mobil-poco-m7-pro-8gb-ram-256gb-5g-olive-twilight-pc-m7prooltw256/pd/DWTD0D3BM/,https://s13emagst.akamaized.net/products/91733/91732502/images/res_4e1a81787ef368b1d1c33fb4a66f883c.jpg?width=720&height=720&hash=87B8C65E745F2D9C4AE04988E517D4CA,6.67 inch,"Dolby Vision
HDR10+
120 Hz
2100 nits (peak)",1080 x 2400,AMOLED,5110 mAh,Nu,Li-Po,8 GB,256 GB,MicroSDXC
"Telefon mobil OPPO Reno8 Pro, Dual SIM, 256GB, 8GB RAM, 5G, Glazed Black","1.914,86 Lei",1914.86 Lei,4.88(16),https://www.emag.ro/telefon-mobil-oppo-reno8-pro-dual-sim-256gb-8gb-ram-5g-glazed-black-6045719/pd/DWKB3ZMBM/,https://s13emagst.akamaized.net/products/49037/49036267/images/res_a9ce8396aba1721a9b66743f6844d98f.jpg?width=720&height=720&hash=C5CEFD56B8BC4CFF0F93834378EE7449,6.7 inch,"Rata de reimprospatare de 120 Hz
FHD",2412 x 1080,AMOLED,4500 mAh,,Li-Po,8 GB,256 GB,
"Telefon mobil TCL 60 SE, 8GB RAM, 512GB, Negru","779,99 Lei",779.99 Lei,,https://www.emag.ro/telefon-mobil-tcl-60-se-8gb-ram-512gb-negru-t517h-2alca112/pd/DLCPQL3BM/,https://s13emagst.akamaized.net/products/106009/106008551/images/res_2c03e9a71438d4b82553fd07541ce611.jpg?width=720&height=720&hash=EC49D7FF3AE51196690EAAD7E4D45FE8,6.7 inch,"20:9
Rata de Refresh 90Hz
480 nits",720 x 1600,"LCD
IPS",5200 mAh,,,8 GB,512 GB,
"Telefon mobil Blackview WAVE 8, 4G, 6.56"" HD+, 4G Octa-Core, 13MP+8MP AI Camera 5000mAh/10W Cell Phone, 12GB Ram(4GB + 8GB / 2TB), 256GB Rom, Android 15, 5000mAh, GPS/Fingerprint/Face ID, Albastru","599,99 Lei",599.99 Lei,5(1),https://www.emag.ro/telefon-mobil-blackview-wave-8-4g-6-56-hd-4g-octa-core-13mp-8mp-ai-camera-5000mah-10w-cell-phone-12gb-ram-4gb-8gb-2tb-256gb-rom-android-15-5000mah-gps-fingerprint-face-id-albastru-wave8-4-256-albastru/pd/DJ02ZT3BM/,https://s13emagst.akamaized.net/products/93012/93011672/images/res_e876fec07f9634e0b716ea890de8b7a0.jpg?width=720&height=720&hash=49CF45DB809DC3DAFE3422132831326F,6.56 inch,90 Hz,720 x 1612,IPS,5000 mAh,Da,Li-Ion,4 GB,256 GB,MicroSD
"Telefon mobil Maxcom MM828 4G, Dual SIM, Blue","219,99 Lei",219.99 Lei,4(7),https://www.emag.ro/telefon-mobil-maxcom-mm828-4g-dual-sim-blue-mm828-4g-blue/pd/DK6CJFYBM/,https://s13emagst.akamaized.net/products/71608/71607838/images/res_e90072fe96bda6b7eb7ac467542ed0a0.jpg?width=720&height=720&hash=7A8659A03E4B0197DC1FA06E7A6B4071,2.4 inch,,,LCD,1200 mAh,,Li-Ion,48 MB,128 MB,
"Telefon mobil Poco X6 Pro, 256GB, 8GB RAM, 5G, Yellow","1.919,34 Lei",1919.34 Lei,4.58(80),https://www.emag.ro/telefon-mobil-poco-x6-pro-256gb-8gb-ram-5g-yellow-poco-x6pro-8-256-yellow/pd/D89VCKYBM/,https://s13emagst.akamaized.net/products/65261/65260045/images/res_6258ea33753bb7a52cea6bd26d58dcbb.jpg?width=720&height=720&hash=AF2C5DEDF664E8A7DAAFA7984B75C968,6.67 inch,"Dolby Vision
HDR10+
120 Hz
68B colors",1220 x 2712,AMOLED,5000 mAh,Da,,8 GB,256 GB,
"Telefon mobil Ulefone Armor 30 Pro, Dual SIM, 5G, Dual Display, 6.95' 120Hz Full HD+, MTK Dimensity 7300x, 32GB RAM (16GB + 16GB RAM), 512GB, 12800mAh, 66W, NFC, Android 15","2.299,99 Lei",2299.99 Lei,,https://www.emag.ro/telefon-mobil-ulefone-armor-30-pro-dual-sim-5g-dual-display-6-95-120hz-full-hd-mtk-dimensity-7300x-32gb-ram-16gb-16gb-ram-512gb-12800mah-66w-nfc-android-15-932572544/pd/D8CCKH3BM/,https://s13emagst.akamaized.net/products/96305/96304380/images/res_3d3bd15e1df2747eeb60a6498114d28e.png?width=720&height=720&hash=4CFE020E685C9057C9DE7C588A4316DA,"6.95 inch
3.4 inch","Corning Gorilla Glass 5
120 Hz
Touch screen","2460 x 1080
412 x 960","LCD
IPS",12800 mAh,Da,Li-Po,12 GB,512 GB,MicroSD
